Idx,Code,Instruction,Extension,OP0,OP1,OP2,OP3,p0156,p06,p23,p237,p4,p1,p15,p015,p5,p0,p05,p01,p6,Min. Latency,Max. Latency,Count
519,PUNPCKLDQ_XMMdq_XMMq+R128+R64,PUNPCKLDQ,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,527
520,PUNPCKLQDQ_XMMdq_MEMdq+R128+M128,PUNPCKLQDQ,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
521,PUNPCKLQDQ_XMMdq_XMMq+R128+R64,PUNPCKLQDQ,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3545
522,PUNPCKLWD_XMMdq_MEMdq+R128+M128,PUNPCKLWD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
523,PUNPCKLWD_XMMdq_XMMq+R128+R64,PUNPCKLWD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1461939
524,PXOR_XMMdq_MEMdq+R128+M128,PXOR,SSE2,XMM,M128,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
525,PXOR_XMMdq_XMMdq+R128+R128,PXOR,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7960859973
526,RCPPS_XMMps_MEMps+R128+M128,RCPPS,SSE,XMM,M128,,,0,0,1,0,0,0,0,0,0,1,0,0,0,8,11,0
527,RCPPS_XMMps_XMMps+R128+R128,RCPPS,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0
528,RCPSS_XMMss_MEMss+R32+M32,RCPSS,SSE,XMM,M32,,,0,0,1,0,0,0,0,0,0,1,0,0,0,8,11,0
529,RCPSS_XMMss_XMMss+R32+R32,RCPSS,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0
530,ROUNDPD_XMMpd_MEMpd_IMMb+R128+M128+I8,ROUNDPD,SSE4,XMM,M128,I8,,0,0,1,0,0,0,0,0,0,0,0,2,0,12,15,0
531,ROUNDPD_XMMpd_XMMpd_IMMb+R128+R128+I8,ROUNDPD,SSE4,XMM,XMM,I8,,0,0,0,0,0,0,0,0,0,0,0,2,0,8,8,0
532,ROUNDPS_XMMps_MEMps_IMMb+R128+M128+I8,ROUNDPS,SSE4,XMM,M128,I8,,0,0,1,0,0,0,0,0,0,0,0,2,0,12,15,0
533,ROUNDPS_XMMps_XMMps_IMMb+R128+R128+I8,ROUNDPS,SSE4,XMM,XMM,I8,,0,0,0,0,0,0,0,0,0,0,0,2,0,8,8,0
534,ROUNDSD_XMMq_MEMq_IMMb+R64+M64+I8,ROUNDSD,SSE4,XMM,M64,I8,,0,0,1,0,0,0,0,0,0,0,0,2,0,12,15,0
535,ROUNDSD_XMMq_XMMq_IMMb+R64+R64+I8,ROUNDSD,SSE4,XMM,XMM,I8,,0,0,0,0,0,0,0,0,0,0,0,2,0,8,8,0
536,ROUNDSS_XMMd_MEMd_IMMb+R32+M32+I8,ROUNDSS,SSE4,XMM,M32,I8,,0,0,1,0,0,0,0,0,0,0,0,2,0,12,15,0
537,ROUNDSS_XMMd_XMMd_IMMb+R32+R32+I8,ROUNDSS,SSE4,XMM,XMM,I8,,0,0,0,0,0,0,0,0,0,0,0,2,0,8,8,0
538,RSQRTPS_XMMps_MEMps+R128+M128,RSQRTPS,SSE,XMM,M128,,,0,0,1,0,0,0,0,0,0,1,0,0,0,11,11,0
539,RSQRTPS_XMMps_XMMps+R128+R128,RSQRTPS,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0
540,RSQRTSS_XMMss_MEMss+R32+M32,RSQRTSS,SSE,XMM,M32,,,0,0,1,0,0,0,0,0,0,1,0,0,0,11,11,0
541,RSQRTSS_XMMss_XMMss+R32+R32,RSQRTSS,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0
542,SHUFPD_XMMpd_MEMpd_IMMb+R128+M128+I8,SHUFPD,SSE2,XMM,M128,I8,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
543,SHUFPD_XMMpd_XMMpd_IMMb+R128+R128+I8,SHUFPD,SSE2,XMM,XMM,I8,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
544,SHUFPS_XMMps_MEMps_IMMb+R128+M128+I8,SHUFPS,SSE,XMM,M128,I8,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
545,SHUFPS_XMMps_XMMps_IMMb+R128+R128+I8,SHUFPS,SSE,XMM,XMM,I8,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
546,SQRTPD_XMMpd_MEMpd+R128+M128,SQRTPD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,1,0,0,0,20,25,0
547,SQRTPD_XMMpd_XMMpd+R128+R128,SQRTPD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,13,19,0
548,SQRTPS_XMMps_MEMps+R128+M128,SQRTPS,SSE,XMM,M128,,,0,0,1,0,0,0,0,0,0,1,0,0,0,19,19,0
549,SQRTPS_XMMps_XMMps+R128+R128,SQRTPS,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,12,13,0
550,SQRTSD_XMMsd_MEMsd+R64+M64,SQRTSD,SSE2,XMM,M64,,,0,0,1,0,0,0,0,0,0,1,0,0,0,20,25,0
551,SQRTSD_XMMsd_XMMsd+R64+R64,SQRTSD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,13,19,0
552,SQRTSS_XMMss_MEMss+R32+M32,SQRTSS,SSE,XMM,M32,,,0,0,1,0,0,0,0,0,0,1,0,0,0,19,19,0
553,SQRTSS_XMMss_XMMss+R32+R32,SQRTSS,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,12,13,1650936
554,STMXCSR_MEMd+M32,STMXCSR,SSE,M32,,,,0,1,0,1,1,0,0,0,0,1,0,0,0,10,10,183764187
555,SUBPD_XMMpd_MEMpd+R128+M128,SUBPD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,0
556,SUBPD_XMMpd_XMMpd+R128+R128,SUBPD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
557,SUBPS_XMMps_MEMps+R128+M128,SUBPS,SSE,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,0
558,SUBPS_XMMps_XMMps+R128+R128,SUBPS,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
559,SUBSD_XMMsd_MEMsd+R64+M64,SUBSD,SSE2,XMM,M64,,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,375933397
560,SUBSD_XMMsd_XMMsd+R64+R64,SUBSD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3080187082
561,SUBSS_XMMss_MEMss+R32+M32,SUBSS,SSE,XMM,M32,,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,0
562,SUBSS_XMMss_XMMss+R32+R32,SUBSS,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
563,UCOMISD_XMMsd_MEMsd+R64+M64,UCOMISD,SSE2,XMM,M64,,,0,0,1,0,0,0,0,0,0,1,0,0,0,3,8,5153759260
564,UCOMISD_XMMsd_XMMsd+R64+R64,UCOMISD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,8709450925
565,UCOMISS_XMMss_MEMss+R32+M32,UCOMISS,SSE,XMM,M32,,,0,0,1,0,0,0,0,0,0,1,0,0,0,3,8,20
566,UCOMISS_XMMss_XMMss+R32+R32,UCOMISS,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1650936
567,UNPCKHPD_XMMpd_MEMdq+R128+M128,UNPCKHPD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
568,UNPCKHPD_XMMpd_XMMq+R128+R64,UNPCKHPD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
569,UNPCKHPS_XMMps_MEMdq+R128+M128,UNPCKHPS,SSE,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
570,UNPCKHPS_XMMps_XMMdq+R128+R128,UNPCKHPS,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
571,UNPCKLPD_XMMpd_MEMdq+R128+M128,UNPCKLPD,SSE2,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
572,UNPCKLPD_XMMpd_XMMq+R128+R64,UNPCKLPD,SSE2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,913861
573,UNPCKLPS_XMMps_MEMdq+R128+M128,UNPCKLPS,SSE,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0
574,UNPCKLPS_XMMps_XMMq+R128+R64,UNPCKLPS,SSE,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
575,VADDPD_XMMdq_XMMdq_MEMdq+R128+R128+M128,VADDPD,AVX,XMM,XMM,M128,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,243639981
576,VADDPD_XMMdq_XMMdq_XMMdq+R128+R128+R128,VADDPD,AVX,XMM,XMM,XMM,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
577,VADDPD_YMMqq_YMMqq_MEMqq+R256+R256+M256,VADDPD,AVX,YMM,YMM,M256,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,12,0
578,VADDPD_YMMqq_YMMqq_YMMqq+R256+R256+R256,VADDPD,AVX,YMM,YMM,YMM,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
579,VADDPS_XMMdq_XMMdq_MEMdq+R128+R128+M128,VADDPS,AVX,XMM,XMM,M128,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,20543946
580,VADDPS_XMMdq_XMMdq_XMMdq+R128+R128+R128,VADDPS,AVX,XMM,XMM,XMM,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,868
581,VADDPS_YMMqq_YMMqq_MEMqq+R256+R256+M256,VADDPS,AVX,YMM,YMM,M256,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,12,0
582,VADDPS_YMMqq_YMMqq_YMMqq+R256+R256+R256,VADDPS,AVX,YMM,YMM,YMM,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
583,VADDSD_XMMdq_XMMdq_MEMq+R128+R128+M64,VADDSD,AVX,XMM,XMM,M64,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,110717479386
584,VADDSD_XMMdq_XMMdq_XMMq+R128+R128+R64,VADDSD,AVX,XMM,XMM,XMM,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,255584701320
585,VADDSS_XMMdq_XMMdq_MEMd+R128+R128+M32,VADDSS,AVX,XMM,XMM,M32,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,7458910196
586,VADDSS_XMMdq_XMMdq_XMMd+R128+R128+R32,VADDSS,AVX,XMM,XMM,XMM,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,12336864668
587,VADDSUBPD_XMMdq_XMMdq_MEMdq+R128+R128+M128,VADDSUBPD,AVX,XMM,XMM,M128,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,0
588,VADDSUBPD_XMMdq_XMMdq_XMMdq+R128+R128+R128,VADDSUBPD,AVX,XMM,XMM,XMM,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
589,VADDSUBPD_YMMqq_YMMqq_MEMqq+R256+R256+M256,VADDSUBPD,AVX,YMM,YMM,M256,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,12,0
590,VADDSUBPD_YMMqq_YMMqq_YMMqq+R256+R256+R256,VADDSUBPD,AVX,YMM,YMM,YMM,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
591,VADDSUBPS_XMMdq_XMMdq_MEMdq+R128+R128+M128,VADDSUBPS,AVX,XMM,XMM,M128,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,0
592,VADDSUBPS_XMMdq_XMMdq_XMMdq+R128+R128+R128,VADDSUBPS,AVX,XMM,XMM,XMM,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
593,VADDSUBPS_YMMqq_YMMqq_MEMqq+R256+R256+M256,VADDSUBPS,AVX,YMM,YMM,M256,,0,0,1,0,0,0,0,0,0,0,0,1,0,4,12,0
594,VADDSUBPS_YMMqq_YMMqq_YMMqq+R256+R256+R256,VADDSUBPS,AVX,YMM,YMM,YMM,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
595,VANDNPD_XMMdq_XMMdq_MEMdq+R128+R128+M128,VANDNPD,AVX,XMM,XMM,M128,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
596,VANDNPD_XMMdq_XMMdq_XMMdq+R128+R128+R128,VANDNPD,AVX,XMM,XMM,XMM,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,27995293
597,VANDNPD_YMMqq_YMMqq_MEMqq+R256+R256+M256,VANDNPD,AVX,YMM,YMM,M256,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9,0
598,VANDNPD_YMMqq_YMMqq_YMMqq+R256+R256+R256,VANDNPD,AVX,YMM,YMM,YMM,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
599,VANDNPS_XMMdq_XMMdq_MEMdq+R128+R128+M128,VANDNPS,AVX,XMM,XMM,M128,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
600,VANDNPS_XMMdq_XMMdq_XMMdq+R128+R128+R128,VANDNPS,AVX,XMM,XMM,XMM,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1708212
601,VANDNPS_YMMqq_YMMqq_MEMqq+R256+R256+M256,VANDNPS,AVX,YMM,YMM,M256,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9,0
602,VANDNPS_YMMqq_YMMqq_YMMqq+R256+R256+R256,VANDNPS,AVX,YMM,YMM,YMM,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
603,VANDPD_XMMdq_XMMdq_MEMdq+R128+R128+M128,VANDPD,AVX,XMM,XMM,M128,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,1936842838
604,VANDPD_XMMdq_XMMdq_XMMdq+R128+R128+R128,VANDPD,AVX,XMM,XMM,XMM,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7046308144
605,VANDPD_YMMqq_YMMqq_MEMqq+R256+R256+M256,VANDPD,AVX,YMM,YMM,M256,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9,0
606,VANDPD_YMMqq_YMMqq_YMMqq+R256+R256+R256,VANDPD,AVX,YMM,YMM,YMM,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
607,VANDPS_XMMdq_XMMdq_MEMdq+R128+R128+M128,VANDPS,AVX,XMM,XMM,M128,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,16696079
608,VANDPS_XMMdq_XMMdq_XMMdq+R128+R128+R128,VANDPS,AVX,XMM,XMM,XMM,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,70416781
609,VANDPS_YMMqq_YMMqq_MEMqq+R256+R256+M256,VANDPS,AVX,YMM,YMM,M256,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9,0
610,VANDPS_YMMqq_YMMqq_YMMqq+R256+R256+R256,VANDPS,AVX,YMM,YMM,YMM,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
611,VBLENDPD_XMMdq_XMMdq_MEMdq_IMMb+R128+R128+M128+I8,VBLENDPD,AVX,XMM,XMM,M128,I8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
612,VBLENDPD_XMMdq_XMMdq_XMMdq_IMMb+R128+R128+R128+I8,VBLENDPD,AVX,XMM,XMM,XMM,I8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
613,VBLENDPD_YMMqq_YMMqq_MEMqq_IMMb+R256+R256+M256+I8,VBLENDPD,AVX,YMM,YMM,M256,I8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9,0
614,VBLENDPD_YMMqq_YMMqq_YMMqq_IMMb+R256+R256+R256+I8,VBLENDPD,AVX,YMM,YMM,YMM,I8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
615,VBLENDPS_XMMdq_XMMdq_MEMdq_IMMb+R128+R128+M128+I8,VBLENDPS,AVX,XMM,XMM,M128,I8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0
616,VBLENDPS_XMMdq_XMMdq_XMMdq_IMMb+R128+R128+R128+I8,VBLENDPS,AVX,XMM,XMM,XMM,I8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,868
617,VBLENDPS_YMMqq_YMMqq_MEMqq_IMMb+R256+R256+M256+I8,VBLENDPS,AVX,YMM,YMM,M256,I8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9,0
618,VBLENDPS_YMMqq_YMMqq_YMMqq_IMMb+R256+R256+R256+I8,VBLENDPS,AVX,YMM,YMM,YMM,I8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
619,VBLENDVPD_XMMdq_XMMdq_MEMdq_XMMdq+R128+R128+M128+R128,VBLENDVPD,AVX,XMM,XMM,M128,XMM,0,0,1,0,0,0,0,2,0,0,0,0,0,1,8,0
620,VBLENDVPD_XMMdq_XMMdq_XMMdq_XMMdq+R128+R128+R128+R128,VBLENDVPD,AVX,XMM,XMM,XMM,XMM,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0
621,VBLENDVPD_YMMqq_YMMqq_MEMqq_YMMqq+R256+R256+M256+R256,VBLENDVPD,AVX,YMM,YMM,M256,YMM,0,0,1,0,0,0,0,2,0,0,0,0,0,1,9,0
622,VBLENDVPD_YMMqq_YMMqq_YMMqq_YMMqq+R256+R256+R256+R256,VBLENDVPD,AVX,YMM,YMM,YMM,YMM,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0
623,VBLENDVPS_XMMdq_XMMdq_MEMdq_XMMdq+R128+R128+M128+R128,VBLENDVPS,AVX,XMM,XMM,M128,XMM,0,0,1,0,0,0,0,2,0,0,0,0,0,1,8,0
624,VBLENDVPS_XMMdq_XMMdq_XMMdq_XMMdq+R128+R128+R128+R128,VBLENDVPS,AVX,XMM,XMM,XMM,XMM,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0
625,VBLENDVPS_YMMqq_YMMqq_MEMqq_YMMqq+R256+R256+M256+R256,VBLENDVPS,AVX,YMM,YMM,M256,YMM,0,0,1,0,0,0,0,2,0,0,0,0,0,1,9,0
626,VBLENDVPS_YMMqq_YMMqq_YMMqq_YMMqq+R256+R256+R256+R256,VBLENDVPS,AVX,YMM,YMM,YMM,YMM,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0
627,VBROADCASTF128_YMMqq_MEMdq+R256+M128,VBROADCASTF128,AVX,YMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,0
628,VBROADCASTI128_YMMqq_MEMdq+R256+M128,VBROADCASTI128,AVX2,YMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,0
629,VBROADCASTSD_YMMqq_MEMq+R256+M64,VBROADCASTSD,AVX,YMM,M64,,,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,0
630,VBROADCASTSD_YMMqq_XMMdq+R256+R128,VBROADCASTSD,AVX2,YMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0
631,VBROADCASTSS_XMMdq_MEMd+R128+M32,VBROADCASTSS,AVX,XMM,M32,,,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,0
632,VBROADCASTSS_XMMdq_XMMdq+R128+R128,VBROADCASTSS,AVX2,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,20985758
633,VBROADCASTSS_YMMqq_MEMd+R256+M32,VBROADCASTSS,AVX,YMM,M32,,,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,0
634,VBROADCASTSS_YMMqq_XMMdq+R256+R128,VBROADCASTSS,AVX2,YMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0
635,VCMPPD_XMMdq_XMMdq_MEMdq_IMMb+R128+R128+M128+I8,VCMPPD,AVX,XMM,XMM,M128,I8,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,0
636,VCMPPD_XMMdq_XMMdq_XMMdq_IMMb+R128+R128+R128+I8,VCMPPD,AVX,XMM,XMM,XMM,I8,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
637,VCMPPD_YMMqq_YMMqq_MEMqq_IMMb+R256+R256+M256+I8,VCMPPD,AVX,YMM,YMM,M256,I8,0,0,1,0,0,0,0,0,0,0,0,1,0,4,12,0
638,VCMPPD_YMMqq_YMMqq_YMMqq_IMMb+R256+R256+R256+I8,VCMPPD,AVX,YMM,YMM,YMM,I8,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
639,VCMPPS_XMMdq_XMMdq_MEMdq_IMMb+R128+R128+M128+I8,VCMPPS,AVX,XMM,XMM,M128,I8,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,0
640,VCMPPS_XMMdq_XMMdq_XMMdq_IMMb+R128+R128+R128+I8,VCMPPS,AVX,XMM,XMM,XMM,I8,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
641,VCMPPS_YMMqq_YMMqq_MEMqq_IMMb+R256+R256+M256+I8,VCMPPS,AVX,YMM,YMM,M256,I8,0,0,1,0,0,0,0,0,0,0,0,1,0,4,12,0
642,VCMPPS_YMMqq_YMMqq_YMMqq_IMMb+R256+R256+R256+I8,VCMPPS,AVX,YMM,YMM,YMM,I8,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
643,VCMPSD_XMMdq_XMMdq_MEMq_IMMb+R128+R128+M64+I8,VCMPSD,AVX,XMM,XMM,M64,I8,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,15426592
644,VCMPSD_XMMdq_XMMdq_XMMq_IMMb+R128+R128+R64+I8,VCMPSD,AVX,XMM,XMM,XMM,I8,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,20297199
645,VCMPSS_XMMdq_XMMdq_MEMd_IMMb+R128+R128+M32+I8,VCMPSS,AVX,XMM,XMM,M32,I8,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,0
646,VCMPSS_XMMdq_XMMdq_XMMd_IMMb+R128+R128+R32+I8,VCMPSS,AVX,XMM,XMM,XMM,I8,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,854106
647,VCOMISD_XMMq_MEMq+R64+M64,VCOMISD,AVX,XMM,M64,,,0,0,1,0,0,0,0,0,0,1,0,0,0,3,8,0
648,VCOMISD_XMMq_XMMq+R64+R64,VCOMISD,AVX,XMM,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0
649,VCOMISS_XMMd_MEMd+R32+M32,VCOMISS,AVX,XMM,M32,,,0,0,1,0,0,0,0,0,0,1,0,0,0,3,8,0
650,VCOMISS_XMMd_XMMd+R32+R32,VCOMISS,AVX,XMM,XMM,,,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0
651,VCVTDQ2PD_XMMdq_MEMq+R128+M64,VCVTDQ2PD,AVX,XMM,M64,,,0,0,1,0,0,0,0,0,0,0,0,1,0,8,11,0
652,VCVTDQ2PD_XMMdq_XMMq+R128+R64,VCVTDQ2PD,AVX,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,1,0,5,5,0
653,VCVTDQ2PD_YMMqq_MEMdq+R256+M128,VCVTDQ2PD,AVX,YMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,9,12,0
654,VCVTDQ2PD_YMMqq_XMMdq+R256+R128,VCVTDQ2PD,AVX,YMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,1,0,7,7,0
655,VCVTDQ2PS_XMMdq_MEMdq+R128+M128,VCVTDQ2PS,AVX,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,8,11,0
656,VCVTDQ2PS_XMMdq_XMMdq+R128+R128,VCVTDQ2PS,AVX,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,960
657,VCVTDQ2PS_YMMqq_MEMqq+R256+M256,VCVTDQ2PS,AVX,YMM,M256,,,0,0,1,0,0,0,0,0,0,0,0,1,0,9,12,0
658,VCVTDQ2PS_YMMqq_YMMqq+R256+R256,VCVTDQ2PS,AVX,YMM,YMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
659,VCVTPD2DQ_XMMdq_MEMdq+R128+M128,VCVTPD2DQ,AVX,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,1,0,9,12,0
660,VCVTPD2DQ_XMMdq_MEMqq+R128+M256,VCVTPD2DQ,AVX,XMM,M256,,,0,0,1,0,0,0,0,0,1,0,0,1,0,12,15,0
661,VCVTPD2DQ_XMMdq_XMMdq+R128+R128,VCVTPD2DQ,AVX,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,1,0,5,5,0
662,VCVTPD2DQ_XMMdq_YMMqq+R128+R256,VCVTPD2DQ,AVX,XMM,YMM,,,0,0,0,0,0,0,0,0,1,0,0,1,0,7,7,0
663,VCVTPD2PS_XMMdq_MEMdq+R128+M128,VCVTPD2PS,AVX,XMM,M128,,,0,0,1,0,0,0,0,0,1,0,0,1,0,9,12,0
664,VCVTPD2PS_XMMdq_MEMqq+R128+M256,VCVTPD2PS,AVX,XMM,M256,,,0,0,1,0,0,0,0,0,1,0,0,1,0,12,15,0
665,VCVTPD2PS_XMMdq_XMMdq+R128+R128,VCVTPD2PS,AVX,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,1,0,5,5,0
666,VCVTPD2PS_XMMdq_YMMqq+R128+R256,VCVTPD2PS,AVX,XMM,YMM,,,0,0,0,0,0,0,0,0,1,0,0,1,0,7,7,26473
667,VCVTPS2DQ_XMMdq_MEMdq+R128+M128,VCVTPS2DQ,AVX,XMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,8,11,0
668,VCVTPS2DQ_XMMdq_XMMdq+R128+R128,VCVTPS2DQ,AVX,XMM,XMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
669,VCVTPS2DQ_YMMqq_MEMqq+R256+M256,VCVTPS2DQ,AVX,YMM,M256,,,0,0,1,0,0,0,0,0,0,0,0,1,0,9,12,0
670,VCVTPS2DQ_YMMqq_YMMqq+R256+R256,VCVTPS2DQ,AVX,YMM,YMM,,,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0
671,VCVTPS2PD_XMMdq_MEMq+R128+M64,VCVTPS2PD,AVX,XMM,M64,,,0,0,1,0,0,0,0,0,0,0,0,1,0,8,11,0
672,VCVTPS2PD_XMMdq_XMMq+R128+R64,VCVTPS2PD,AVX,XMM,XMM,,,0,0,0,0,0,0,0,0,1,0,0,1,0,5,5,52944
673,VCVTPS2PD_YMMqq_MEMdq+R256+M128,VCVTPS2PD,AVX,YMM,M128,,,0,0,1,0,0,0,0,0,0,0,0,1,0,9,12,0
