n,inst ,lock,set_rex,segment,mem_xchg,p0156,p06,p23,p237,p4,p1,p15,p015,p5,p0,p05,p01,p6,min_lat,max_lat
598,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
599,OR,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
600,OR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
601,OR_09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
602,OR_09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
603,OR_09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
604,OR_0B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
605,OR_0B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
606,OR_0B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
607,OR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30
608,OR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30
609,OR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,30
610,OR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
611,OR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
612,OR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,29
613,OR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
614,OR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29
615,OR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,29
616,OR_LOCK,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30
617,OR_LOCK_NOREX,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,30
618,OR_LOCK_REX,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,30
619,OR_NOREX,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
620,OR_NOREX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
621,OR_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
622,OR_NOREX_08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
623,OR_NOREX_0A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
624,OR_REX,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
625,OR_REX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
626,OR_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
627,OR_REX_08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
628,OR_REX_0A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
629,POP,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11,11
630,POP,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10,10
631,POP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
632,POP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
633,PUSH,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,11,11
634,PUSH,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,11,11
635,PUSH,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,11
636,PUSH,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,11
637,PUSH,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12,12
638,PUSH,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11,11
639,PUSH,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,12
640,PUSH,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,11
641,PUSH_W,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,12,12
642,PUSH_W,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,12,12
643,PUSH_W,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,12
644,PUSH_W,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,12
645,PUSHF,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,7,12
646,RCL,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,11
647,RCL,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,7,17
648,RCL,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,7,17
649,RCL,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,10
650,RCL,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,7,16
651,RCL,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,7,16
652,RCL,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,10
653,RCL,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,7,16
654,RCL,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,7,16
655,RCL,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,11
656,RCL,0,0,0,0,1,6,2,0,1,1,1,0,0,0,0,0,0,5,17
657,RCL,0,0,0,0,1,6,2,0,1,1,1,0,0,0,0,0,0,6,17
658,RCL,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
659,RCL,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,6,8
660,RCL,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,6,7
661,RCL,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
662,RCL,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,6,8
663,RCL,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,6,7
664,RCL,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
665,RCL,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,6,8
666,RCL,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,6,7
667,RCL_NOREX,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
668,RCL_NOREX,0,0,0,0,2,6,0,0,0,1,1,0,0,0,0,0,0,5,6
669,RCL_NOREX,0,0,0,0,2,6,0,0,0,1,1,0,0,0,0,0,0,5,6
670,RCL_REX,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
671,RCL_REX,0,0,0,0,2,6,0,0,0,1,1,0,0,0,0,0,0,5,6
672,RCL_REX,0,0,0,0,2,6,0,0,0,1,1,0,0,0,0,0,0,5,6
673,RCR,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,11
674,RCR,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,6,17
675,RCR,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,6,17
676,RCR,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,10
677,RCR,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,6,16
678,RCR,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,6,16
679,RCR,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,10
680,RCR,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,6,16
681,RCR,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,6,16
682,RCR,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,10
683,RCR,0,0,0,0,2,5,2,0,1,2,1,0,0,0,0,0,0,6,17
684,RCR,0,0,0,0,2,5,2,0,1,2,1,0,0,0,0,0,0,6,17
685,RCR,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
686,RCR,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,5,8
687,RCR,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,5,6
688,RCR,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
689,RCR,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,5,8
690,RCR,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,5,6
691,RCR,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
692,RCR,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,5,8
693,RCR,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,5,6
694,RCR_NOREX,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
695,RCR_NOREX,0,0,0,0,2,5,0,0,0,2,1,1,0,0,0,0,0,6,9
696,RCR_NOREX,0,0,0,0,2,5,0,0,0,2,1,1,0,0,0,0,0,6,8
697,RCR_REX,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2
698,RCR_REX,0,0,0,0,2,5,0,0,0,2,1,1,0,0,0,0,0,6,9
699,RCR_REX,0,0,0,0,2,5,0,0,0,2,1,1,0,0,0,0,0,6,8
700,ROL,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,11
701,ROL,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
702,ROL,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,3,11
703,ROL,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,10
704,ROL,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10
705,ROL,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,10
706,ROL,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,10
707,ROL,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10
708,ROL,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,10
709,ROL,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,11
710,ROL,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
711,ROL,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,11
712,ROL,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
713,ROL,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
714,ROL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
715,ROL,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
716,ROL,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
717,ROL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
718,ROL,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
719,ROL,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
720,ROL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
721,ROL_NOREX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
722,ROL_NOREX,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
723,ROL_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
724,ROL_REX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
725,ROL_REX,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
726,ROL_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
727,ROR,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,11
728,ROR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
729,ROR,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,11
730,ROR,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,10
731,ROR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10
732,ROR,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,10
733,ROR,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,10
734,ROR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10
735,ROR,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,10
736,ROR,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,3,11
737,ROR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
738,ROR,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,11
739,ROR,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
740,ROR,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
741,ROR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
742,ROR,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
743,ROR,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
744,ROR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
745,ROR,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
746,ROR,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
747,ROR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
748,ROR_NOREX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
749,ROR_NOREX,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
750,ROR_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
751,ROR_REX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
752,ROR_REX,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
753,ROR_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
754,SAR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
755,SAR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
756,SAR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
757,SAR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10
758,SAR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10
759,SAR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10
760,SAR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10
761,SAR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10
762,SAR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10
763,SAR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
764,SAR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
765,SAR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
766,SAR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
767,SAR,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
768,SAR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
769,SAR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
770,SAR,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
771,SAR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
772,SAR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
773,SAR,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
774,SAR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
775,SAR_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
776,SAR_NOREX,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
777,SAR_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
778,SAR_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
779,SAR_REX,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
780,SAR_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
781,SBB,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
782,SBB,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
783,SBB,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
784,SBB,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,11
785,SBB,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,11
786,SBB,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,11
787,SBB,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,10
788,SBB,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,10
789,SBB,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,10
790,SBB,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,10
791,SBB,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,11
792,SBB,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,10
793,SBB,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,11
794,SBB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
795,SBB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
796,SBB,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
797,SBB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
798,SBB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
799,SBB,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
800,SBB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
801,SBB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
802,SBB,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
803,SBB,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
804,SBB_19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
805,SBB_19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
806,SBB_19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
807,SBB_1B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
808,SBB_1B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
809,SBB_1B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
810,SBB_LOCK,1,0,0,0,5,2,2,0,1,0,0,0,0,0,0,0,0,13,30
811,SBB_LOCK,1,0,0,0,5,2,2,0,1,0,0,0,0,0,0,0,0,13,30
812,SBB_LOCK,1,0,0,0,5,3,2,0,1,0,0,0,0,0,0,0,0,13,30
813,SBB_LOCK,1,0,0,0,5,2,2,0,1,0,0,0,0,0,0,0,0,13,29
814,SBB_LOCK,1,0,0,0,5,2,2,0,1,0,0,0,0,0,0,0,0,13,29
815,SBB_LOCK,1,0,0,0,5,3,2,0,1,0,0,0,0,0,0,0,0,13,29
816,SBB_LOCK,1,0,0,0,5,2,2,0,1,0,0,0,0,0,0,0,0,13,29
817,SBB_LOCK,1,0,0,0,5,2,2,0,1,0,0,0,0,0,0,0,0,13,29
818,SBB_LOCK,1,0,0,0,5,3,2,0,1,0,0,0,0,0,0,0,0,13,29
819,SBB_LOCK,1,0,0,0,5,2,2,0,1,0,0,0,0,0,0,0,0,13,30
820,SBB_LOCK_NOREX,1,0,0,0,5,3,2,0,1,0,0,0,0,0,0,0,0,13,30
821,SBB_LOCK_REX,1,0,0,0,5,3,2,0,1,0,0,0,0,0,0,0,0,13,30
822,SBB_NOREX,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,11
823,SBB_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
824,SBB_NOREX,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
825,SBB_NOREX_18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
826,SBB_NOREX_1A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
827,SBB_REX,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,10
828,SBB_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
829,SBB_REX,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
830,SBB_REX_18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
831,SBB_REX_1A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
832,SCASB,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6
833,SCASD,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6
834,SCASW,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6
835,SETB,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
836,SETB_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
837,SETB_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
838,SETBE,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,5,11
839,SETBE_NOREX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
840,SETBE_REX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
841,SETL,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
842,SETL_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
843,SETL_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
844,SETLE,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
845,SETLE_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
846,SETLE_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
847,SETNB,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
848,SETNB_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
849,SETNB_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
850,SETNBE,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,5,11
851,SETNBE_NOREX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
852,SETNBE_REX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
853,SETNL,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,11
854,SETNL_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
855,SETNL_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
856,SETNLE,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
857,SETNLE_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
858,SETNLE_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
859,SETNO,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,11
860,SETNO_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
861,SETNO_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
862,SETNP,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,11
863,SETNP_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
864,SETNP_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
865,SETNS,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
866,SETNS_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
867,SETNS_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
868,SETNZ,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
869,SETNZ_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
870,SETNZ_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
871,SETO,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
872,SETO_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
873,SETO_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
874,SETP,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
875,SETP_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
876,SETP_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
877,SETS,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
878,SETS_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
879,SETS_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
880,SETZ,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,11
881,SETZ_NOREX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
882,SETZ_REX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
883,SGDT,0,0,0,0,0,4,1,1,2,3,0,0,0,0,0,0,0,21,21
884,SHL,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
885,SHL,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
886,SHL,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
887,SHL,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10
888,SHL,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10
889,SHL,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10
890,SHL,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10
891,SHL,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10
892,SHL,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10
893,SHL,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
894,SHL,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
895,SHL,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
896,SHL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
897,SHL,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
898,SHL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
899,SHL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
900,SHL,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
901,SHL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
