n,inst ,p0156,p06,p23,p237,p4,p1,p15,p015,p5,p0,p05,p01,p6,min_lat,max_lat
683,VUNPCKLPS,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
684,VUNPCKLPS,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9
685,VUNPCKLPS,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
686,VXORPD,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8
687,VXORPD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
688,VXORPD,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
689,VXORPD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
690,VXORPS,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8
691,VXORPS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
692,VXORPS,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
693,VXORPS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
694,VBROADCASTI128,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8
695,VBROADCASTSD,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
696,VBROADCASTSS,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
697,VBROADCASTSS,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
698,VEXTRACTI128,0,0,1,0,1,0,0,0,0,0,0,0,0,4,11
699,VEXTRACTI128,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
700,VINSERTI128,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
701,VINSERTI128,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
702,VMOVNTDQA,0,0,1,0,0,0,0,1,0,0,0,0,0,5,8
703,VMPSADBW,0,0,1,0,0,0,0,0,2,0,0,0,0,3,12
704,VMPSADBW,0,0,0,0,0,0,0,0,2,0,0,0,0,3,4
705,VPABSB,0,0,1,0,0,0,0,0,0,0,0,1,0,6,9
706,VPABSB,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
707,VPABSD,0,0,1,0,0,0,0,0,0,0,0,1,0,6,9
708,VPABSD,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
709,VPABSW,0,0,1,0,0,0,0,0,0,0,0,1,0,6,9
710,VPABSW,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
711,VPACKSSDW,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9
712,VPACKSSDW,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
713,VPACKSSWB,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9
714,VPACKSSWB,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
715,VPACKUSDW,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9
716,VPACKUSDW,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
717,VPACKUSWB,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9
718,VPACKUSWB,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
719,VPADDB,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
720,VPADDB,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
721,VPADDD,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
722,VPADDD,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
723,VPADDQ,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
724,VPADDQ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
725,VPADDSB,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
726,VPADDSB,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
727,VPADDSW,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
728,VPADDSW,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
729,VPADDUSB,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
730,VPADDUSB,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
731,VPADDUSW,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
732,VPADDUSW,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
733,VPADDW,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
734,VPADDW,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
735,VPALIGNR,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9
736,VPALIGNR,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
737,VPAND,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
738,VPAND,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
739,VPANDN,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
740,VPANDN,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
741,VPAVGB,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
742,VPAVGB,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
743,VPAVGW,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
744,VPAVGW,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
745,VPBLENDD,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8
746,VPBLENDD,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
747,VPBLENDD,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
748,VPBLENDD,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
749,VPBLENDVB,0,0,1,0,0,0,0,2,0,0,0,0,0,1,9
750,VPBLENDVB,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
751,VPBLENDW,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9
752,VPBLENDW,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
753,VPBROADCASTB,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8
754,VPBROADCASTB,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
755,VPBROADCASTB,0,0,1,0,0,0,0,0,1,0,0,0,0,6,9
756,VPBROADCASTB,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
757,VPBROADCASTD,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7
758,VPBROADCASTD,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
759,VPBROADCASTD,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8
760,VPBROADCASTD,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
761,VPBROADCASTQ,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7
762,VPBROADCASTQ,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
763,VPBROADCASTQ,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8
764,VPBROADCASTQ,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
765,VPBROADCASTW,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8
766,VPBROADCASTW,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
767,VPBROADCASTW,0,0,1,0,0,0,0,0,1,0,0,0,0,6,9
768,VPBROADCASTW,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
769,VPCMPEQB,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
770,VPCMPEQB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
771,VPCMPEQD,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
772,VPCMPEQD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
773,VPCMPEQQ,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
774,VPCMPEQQ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
775,VPCMPEQW,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
776,VPCMPEQW,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
777,VPCMPGTB,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
778,VPCMPGTB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
779,VPCMPGTD,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
780,VPCMPGTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
781,VPCMPGTQ,0,0,1,0,0,0,0,0,1,0,0,0,0,3,11
782,VPCMPGTQ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
783,VPCMPGTW,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
784,VPCMPGTW,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
785,VPERM2I128,0,0,1,0,0,0,0,0,1,0,0,0,0,3,11
786,VPERM2I128,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
787,VPERMD,0,0,1,0,0,0,0,0,1,0,0,0,0,3,11
788,VPERMD,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
789,VPERMPD,0,0,1,0,0,0,0,0,1,0,0,0,0,9,11
790,VPERMPD,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
791,VPERMPS,0,0,1,0,0,0,0,0,1,0,0,0,0,3,11
792,VPERMPS,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
793,VPERMQ,0,0,1,0,0,0,0,0,1,0,0,0,0,9,11
794,VPERMQ,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
795,VPHADDD,0,0,1,0,0,0,0,1,2,0,0,0,0,3,11
796,VPHADDD,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3
797,VPHADDSW,0,0,1,0,0,0,0,0,2,0,0,1,0,3,11
798,VPHADDSW,0,0,0,0,0,0,0,0,2,0,0,1,0,3,3
799,VPHADDW,0,0,1,0,0,0,0,1,2,0,0,0,0,3,11
800,VPHADDW,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3
801,VPHSUBD,0,0,1,0,0,0,0,1,2,0,0,0,0,3,11
802,VPHSUBD,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3
803,VPHSUBSW,0,0,1,0,0,0,0,0,2,0,0,1,0,3,11
804,VPHSUBSW,0,0,0,0,0,0,0,0,2,0,0,1,0,3,3
805,VPHSUBW,0,0,1,0,0,0,0,1,2,0,0,0,0,3,11
806,VPHSUBW,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3
807,VPMADDUBSW,0,0,1,0,0,0,0,0,0,0,0,1,0,5,13
808,VPMADDUBSW,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5
809,VPMADDWD,0,0,1,0,0,0,0,0,0,0,0,1,0,5,13
810,VPMADDWD,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5
811,VPMASKMOVD,0,0,1,0,1,0,0,0,0,1,0,0,0,11,14
812,VPMASKMOVD,0,0,1,0,1,0,0,0,0,1,0,0,0,11,14
813,VPMASKMOVD,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8
814,VPMASKMOVD,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
815,VPMASKMOVQ,0,0,1,0,1,0,0,0,0,1,0,0,0,11,14
816,VPMASKMOVQ,0,0,1,0,1,0,0,0,0,1,0,0,0,11,14
817,VPMASKMOVQ,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8
818,VPMASKMOVQ,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
819,VPMAXSB,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
820,VPMAXSB,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
821,VPMAXSD,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
822,VPMAXSD,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
823,VPMAXSW,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
824,VPMAXSW,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
825,VPMAXUB,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
826,VPMAXUB,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
827,VPMAXUD,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
828,VPMAXUD,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
829,VPMAXUW,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
830,VPMAXUW,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
831,VPMINSB,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
832,VPMINSB,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
833,VPMINSD,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
834,VPMINSD,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
835,VPMINSW,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
836,VPMINSW,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
837,VPMINUB,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
838,VPMINUB,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
839,VPMINUD,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
840,VPMINUD,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
841,VPMINUW,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
842,VPMINUW,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
843,VPMOVMSKB,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4
844,VPMOVSXBD,0,0,1,0,0,0,0,0,1,0,0,0,0,9,11
845,VPMOVSXBD,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
846,VPMOVSXBQ,0,0,1,0,0,0,0,0,1,0,0,0,0,9,11
847,VPMOVSXBQ,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
848,VPMOVSXBW,0,0,1,0,0,0,0,0,1,0,0,0,0,9,11
849,VPMOVSXBW,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
850,VPMOVSXDQ,0,0,1,0,0,0,0,0,1,0,0,0,0,9,11
851,VPMOVSXDQ,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
852,VPMOVSXWD,0,0,1,0,0,0,0,0,1,0,0,0,0,9,11
853,VPMOVSXWD,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
854,VPMOVSXWQ,0,0,1,0,0,0,0,0,1,0,0,0,0,9,11
855,VPMOVSXWQ,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
856,VPMOVZXBD,0,0,1,0,0,0,0,0,1,0,0,0,0,9,11
857,VPMOVZXBD,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
858,VPMOVZXBQ,0,0,1,0,0,0,0,0,1,0,0,0,0,9,11
859,VPMOVZXBQ,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
860,VPMOVZXBW,0,0,1,0,0,0,0,0,1,0,0,0,0,9,11
861,VPMOVZXBW,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
862,VPMOVZXDQ,0,0,1,0,0,0,0,0,1,0,0,0,0,9,11
863,VPMOVZXDQ,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
864,VPMOVZXWD,0,0,1,0,0,0,0,0,1,0,0,0,0,9,11
865,VPMOVZXWD,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
866,VPMOVZXWQ,0,0,1,0,0,0,0,0,1,0,0,0,0,9,11
867,VPMOVZXWQ,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
868,VPMULDQ,0,0,1,0,0,0,0,0,0,0,0,1,0,5,13
869,VPMULDQ,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5
870,VPMULHRSW,0,0,1,0,0,0,0,0,0,0,0,1,0,5,13
871,VPMULHRSW,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5
872,VPMULHUW,0,0,1,0,0,0,0,0,0,0,0,1,0,5,13
873,VPMULHUW,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5
874,VPMULHW,0,0,1,0,0,0,0,0,0,0,0,1,0,5,13
875,VPMULHW,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5
876,VPMULLD,0,0,1,0,0,0,0,0,0,0,0,2,0,10,18
877,VPMULLD,0,0,0,0,0,0,0,0,0,0,0,2,0,10,10
878,VPMULLW,0,0,1,0,0,0,0,0,0,0,0,1,0,5,13
879,VPMULLW,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5
880,VPMULUDQ,0,0,1,0,0,0,0,0,0,0,0,1,0,5,13
881,VPMULUDQ,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5
882,VPOR,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
883,VPOR,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
884,VPSADBW,0,0,1,0,0,0,0,0,1,0,0,0,0,3,11
885,VPSADBW,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
886,VPSHUFB,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9
887,VPSHUFB,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
888,VPSHUFD,0,0,1,0,0,0,0,0,1,0,0,0,0,6,9
889,VPSHUFD,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
890,VPSHUFHW,0,0,1,0,0,0,0,0,1,0,0,0,0,6,9
891,VPSHUFHW,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
892,VPSHUFLW,0,0,1,0,0,0,0,0,1,0,0,0,0,6,9
893,VPSHUFLW,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
894,VPSIGNB,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
895,VPSIGNB,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
896,VPSIGND,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
897,VPSIGND,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
898,VPSIGNW,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
899,VPSIGNW,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
900,VPSLLD,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
901,VPSLLD,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
902,VPSLLD,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4
903,VPSLLDQ,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
904,VPSLLQ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
905,VPSLLQ,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
906,VPSLLQ,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4
907,VPSLLVD,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8
908,VPSLLVD,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
909,VPSLLVD,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
910,VPSLLVD,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
911,VPSLLVQ,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8
912,VPSLLVQ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
913,VPSLLVQ,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
914,VPSLLVQ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
915,VPSLLW,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
916,VPSLLW,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
917,VPSLLW,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4
918,VPSRAD,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
919,VPSRAD,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
920,VPSRAD,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4
921,VPSRAVD,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8
922,VPSRAVD,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
923,VPSRAVD,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
924,VPSRAVD,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
925,VPSRAW,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
926,VPSRAW,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
927,VPSRAW,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4
928,VPSRLD,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
929,VPSRLD,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
930,VPSRLD,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4
931,VPSRLDQ,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
932,VPSRLQ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
933,VPSRLQ,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
934,VPSRLQ,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4
935,VPSRLVD,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8
936,VPSRLVD,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
937,VPSRLVD,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
938,VPSRLVD,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
939,VPSRLVQ,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8
940,VPSRLVQ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
941,VPSRLVQ,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
942,VPSRLVQ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
943,VPSRLW,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
944,VPSRLW,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
945,VPSRLW,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4
946,VPSUBB,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
947,VPSUBB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
948,VPSUBD,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
949,VPSUBD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
950,VPSUBQ,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
951,VPSUBQ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
952,VPSUBSB,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
953,VPSUBSB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
954,VPSUBSW,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
955,VPSUBSW,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
956,VPSUBUSB,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
957,VPSUBUSB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
958,VPSUBUSW,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9
959,VPSUBUSW,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
960,VPSUBW,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
961,VPSUBW,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
962,VPUNPCKHBW,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9
963,VPUNPCKHBW,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
964,VPUNPCKHDQ,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9
965,VPUNPCKHDQ,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
966,VPUNPCKHQDQ,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9
967,VPUNPCKHQDQ,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
968,VPUNPCKHWD,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9
969,VPUNPCKHWD,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
970,VPUNPCKLBW,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9
971,VPUNPCKLBW,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
972,VPUNPCKLDQ,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9
973,VPUNPCKLDQ,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
974,VPUNPCKLQDQ,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9
975,VPUNPCKLQDQ,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
976,VPUNPCKLWD,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9
977,VPUNPCKLWD,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
978,VPXOR,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9
979,VPXOR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
980,ADDPS,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11
981,ADDPS,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
982,ADDSS,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11
983,ADDSS,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
984,ANDNPS,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8
985,ANDNPS,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
986,ANDPS,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8
987,ANDPS,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
988,CMPPS,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11
989,CMPPS,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
990,CMPSS,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11
991,CMPSS,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
992,COMISS,0,0,1,0,0,0,0,0,0,1,0,0,0,3,8
993,COMISS,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
994,CVTPI2PS,0,0,1,0,0,0,0,0,0,0,0,1,0,8,11
995,CVTPI2PS,0,0,0,0,0,0,0,0,0,1,0,1,0,7,7
996,CVTPS2PI,0,0,1,0,0,0,0,0,0,1,0,0,0,10,13
997,CVTPS2PI,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9
998,CVTSI2SS,0,0,1,0,0,0,0,0,0,0,0,1,0,8,11
999,CVTSI2SS,0,0,1,0,0,0,0,0,1,0,0,1,0,9,12
1000,CVTSI2SS,0,0,0,0,0,0,0,0,1,0,0,1,0,7,7
1001,CVTSI2SS,0,0,0,0,0,0,0,0,2,0,0,1,0,8,8
1002,CVTSS2SI,0,0,1,0,0,0,0,0,0,1,0,1,0,11,12
1003,CVTSS2SI,0,0,0,0,0,0,0,0,0,1,0,1,0,7,7
1004,CVTSS2SI,0,0,1,0,0,0,0,0,0,1,0,1,0,11,12
1005,CVTSS2SI,0,0,0,0,0,0,0,0,1,1,0,1,0,8,8
1006,CVTTPS2PI,0,0,1,0,0,0,0,0,0,1,0,0,0,10,13
1007,CVTTPS2PI,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9
1008,CVTTSS2SI,0,0,1,0,0,0,0,0,0,1,0,1,0,11,12
1009,CVTTSS2SI,0,0,0,0,0,0,0,0,0,1,0,1,0,7,7
1010,CVTTSS2SI,0,0,1,0,0,0,0,0,0,1,0,1,0,11,12
1011,CVTTSS2SI,0,0,0,0,0,0,0,0,1,1,0,1,0,8,8
1012,DIVPS,0,0,1,0,0,0,0,0,0,1,0,0,0,11,18
1013,DIVPS,0,0,0,0,0,0,0,0,0,1,0,0,0,11,12
1014,DIVSS,0,0,1,0,0,0,0,0,0,1,0,0,0,11,18
1015,DIVSS,0,0,0,0,0,0,0,0,0,1,0,0,0,11,12
1016,MAXPS,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11
1017,MAXPS,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
1018,MAXSS,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11
1019,MAXSS,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
1020,MINPS,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11
1021,MINPS,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
1022,MINSS,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11
1023,MINSS,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
1024,MOVAPS,0,0,0,1,1,0,0,0,0,0,0,0,0,4,10
1025,MOVAPS,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7
1026,MOVAPS_0F28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1027,MOVAPS_0F29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
