Idx,Code,Instruction,OP0,OP1,OP2,LOCK,SET -REX,SEGMENT,MEM_XCHG,p0156,p06,p23,p237,p4,p1,p15,p015,p5,p0,p05,p01,p6,Min. Latency,Max. Latency,Count
541,MOV_MEMv_GPRv+M64+R64,MOV,M64,R64,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,10,389174544188
542,MOV_MEMv_GPRv+M64+R64,MOV,M64,RAX,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,10,389174544188
543,MOV_MEMv_IMMz+M16+I16,MOV,M16,I16,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,11,16282
544,MOV_MEMv_IMMz+M32+I32,MOV,M32,I32,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,10,39233430209
545,MOV_MEMv_IMMz+M64+I32,MOV,M64,I32,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,10,53591125097
546,MOV_MEMw_SEG+M16+R16,MOV,M16,SEG,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,11,11,0
547,MUL_GPR8+R8,MUL_NOREX,R8,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,957
548,MUL_GPR8+R8,MUL_REX,R8,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,957
549,MUL_GPRv+R16,MUL,R16,,,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,4,5,0
550,MUL_GPRv+R32,MUL,R32,,,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,4,31669517
551,MUL_GPRv+R64,MUL,R64,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,4,19552139
552,MUL_MEMb+M8,MUL,M8,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,0
553,MUL_MEMv+M16,MUL,M16,,,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,4,10,0
554,MUL_MEMv+M32,MUL,M32,,,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,4,9,1097496
555,MUL_MEMv+M64,MUL,M64,,,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,9,0
556,NEG_GPR8+R8,NEG_NOREX,R8,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
557,NEG_GPR8+R8,NEG_REX,R8,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
558,NEG_GPRv+R16,NEG,R16,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
559,NEG_GPRv+R32,NEG,R32,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5498394440
560,NEG_GPRv+R64,NEG,R64,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2558047835
561,NEG_LOCK_MEMb+M8,NEG_LOCK,M8,,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30,0
562,NEG_LOCK_MEMv+M16,NEG_LOCK,M16,,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30,0
563,NEG_LOCK_MEMv+M32,NEG_LOCK,M32,,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29,0
564,NEG_LOCK_MEMv+M64,NEG_LOCK,M64,,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29,0
565,NEG_MEMb+M8,NEG,M8,,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11,0
566,NEG_MEMv+M16,NEG,M16,,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11,0
567,NEG_MEMv+M32,NEG,M32,,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10,920
568,NEG_MEMv+M64,NEG,M64,,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10,7141013
569,NOT_GPR8+R8,NOT_NOREX,R8,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
570,NOT_GPR8+R8,NOT_REX,R8,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
571,NOT_GPRv+R16,NOT,R16,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
572,NOT_GPRv+R32,NOT,R32,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,701700288
573,NOT_GPRv+R64,NOT,R64,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3911119932
574,NOT_LOCK_MEMb+M8,NOT_LOCK,M8,,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,18,30,0
575,NOT_LOCK_MEMv+M16,NOT_LOCK,M16,,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,18,30,0
576,NOT_LOCK_MEMv+M32,NOT_LOCK,M32,,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,18,29,0
577,NOT_LOCK_MEMv+M64,NOT_LOCK,M64,,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,18,29,0
578,NOT_MEMb+M8,NOT,M8,,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4,11,8
579,NOT_MEMv+M16,NOT,M16,,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4,11,0
580,NOT_MEMv+M32,NOT,M32,,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4,10,0
581,NOT_MEMv+M64,NOT,M64,,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4,10,8
582,OR_AL_IMMb+I8,OR,AL,I8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,96424
583,OR_GPR8_GPR8_08+R8+R8,OR_NOREX_08,R8,R8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,521508502
584,OR_GPR8_GPR8_08+R8+R8,OR_REX_08,R8,R8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,521508502
585,OR_GPR8_GPR8_0A+R8+R8,OR_NOREX_0A,R8,R8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
586,OR_GPR8_GPR8_0A+R8+R8,OR_REX_0A,R8,R8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
587,OR_GPR8_IMMb_80r1+R8+I8,OR_NOREX,R8,I8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,474897547
588,OR_GPR8_IMMb_80r1+R8+I8,OR_REX,R8,I8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,474897547
589,OR_GPR8_MEMb+R8+M8,OR_NOREX,R8,M8,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,58139044
590,OR_GPR8_MEMb+R8+M8,OR_REX,R8,M8,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,58139044
591,OR_GPRv_GPRv_09+R16+R16,OR_09,R16,R16,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2259017
592,OR_GPRv_GPRv_09+R32+R32,OR_09,R32,R32,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,56629581762
593,OR_GPRv_GPRv_09+R64+R64,OR_09,R64,R64,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26539726188
594,OR_GPRv_GPRv_0B+R16+R16,OR_0B,R16,R16,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
595,OR_GPRv_GPRv_0B+R32+R32,OR_0B,R32,R32,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
596,OR_GPRv_GPRv_0B+R64+R64,OR_0B,R64,R64,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
597,OR_GPRv_IMMb+R16+I8,OR,R16,I8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
598,OR_GPRv_IMMb+R32+I8,OR,R32,I8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,670774816
599,OR_GPRv_IMMb+R64+I8,OR,R64,I8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,488923615
600,OR_GPRv_IMMz+R16+I16,OR,R16,I16,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3253
601,OR_GPRv_IMMz+R32+I32,OR,R32,I32,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,432848606
602,OR_GPRv_IMMz+R64+I32,OR,R64,I32,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1175433319
603,OR_GPRv_MEMv+R16+M16,OR,R16,M16,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,2117
604,OR_GPRv_MEMv+R32+M32,OR,R32,M32,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,4120468563
605,OR_GPRv_MEMv+R64+M64,OR,R64,M64,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,18677070183
606,OR_LOCK_MEMb_GPR8+M8+R8,OR_LOCK_NOREX,M8,R8,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,30,0
607,OR_LOCK_MEMb_GPR8+M8+R8,OR_LOCK_REX,M8,R8,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,30,0
608,OR_LOCK_MEMb_IMMb_80r1+M8+I8,OR_LOCK,M8,I8,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30,0
609,OR_LOCK_MEMv_GPRv+M16+R16,OR_LOCK,M16,R16,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,30,0
610,OR_LOCK_MEMv_GPRv+M32+R32,OR_LOCK,M32,R32,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,29,0
611,OR_LOCK_MEMv_GPRv+M64+R64,OR_LOCK,M64,R64,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,12,29,0
612,OR_LOCK_MEMv_IMMb+M16+I8,OR_LOCK,M16,I8,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30,0
613,OR_LOCK_MEMv_IMMb+M32+I8,OR_LOCK,M32,I8,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29,0
614,OR_LOCK_MEMv_IMMb+M64+I8,OR_LOCK,M64,I8,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29,0
615,OR_LOCK_MEMv_IMMz+M16+I16,OR_LOCK,M16,I16,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30,0
616,OR_LOCK_MEMv_IMMz+M32+I32,OR_LOCK,M32,I32,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29,0
617,OR_LOCK_MEMv_IMMz+M64+I32,OR_LOCK,M64,I32,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29,0
618,OR_MEMb_GPR8+M8+R8,OR_NOREX,M8,R8,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11,1622008
619,OR_MEMb_GPR8+M8+R8,OR_REX,M8,R8,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11,1622008
620,OR_MEMb_IMMb_80r1+M8+I8,OR,M8,I8,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11,44102385
621,OR_MEMv_GPRv+M16+R16,OR,M16,R16,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11,5675893
622,OR_MEMv_GPRv+M32+R32,OR,M32,R32,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10,152145280
623,OR_MEMv_GPRv+M64+R64,OR,M64,R64,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10,811362224
624,OR_MEMv_IMMb+M16+I8,OR,M16,I8,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11,1647415
625,OR_MEMv_IMMb+M32+I8,OR,M32,I8,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10,14049002
626,OR_MEMv_IMMb+M64+I8,OR,M64,I8,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10,186560551
627,OR_MEMv_IMMz+M16+I16,OR,M16,I16,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11,40089
628,OR_MEMv_IMMz+M32+I32,OR,M32,I32,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10,94032839
629,OR_MEMv_IMMz+M64+I32,OR,M64,I32,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10,0
630,OR_OrAX_IMMz+I16,OR,AX,I16,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,194296
631,OR_OrAX_IMMz+I32,OR,EAX,I32,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,481885341
632,OR_OrAX_IMMz+I32,OR,RAX,I32,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,481885341
633,POP_GPRv_58+R16,POP,R16,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0
634,POP_GPRv_58+R64,POP,R64,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,281698289239
635,POP_MEMv+M16,POP,M16,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11,11,0
636,POP_MEMv+M64,POP,M64,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10,10,0
637,PUSHF,PUSHF,,,,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,7,12,0
638,PUSH_FS,PUSH_W,FS,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,12,12,0
639,PUSH_FS,PUSH,FS,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,11,11,0
640,PUSH_GPRv_50+R16,PUSH,R16,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,12,0
641,PUSH_GPRv_50+R64,PUSH,R64,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,11,284693301129
642,PUSH_GS,PUSH_W,GS,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,12,12,0
643,PUSH_GS,PUSH,GS,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,11,11,0
644,PUSH_IMMb+I8,PUSH_W,I8,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,12,1667951539
645,PUSH_IMMb+I8,PUSH,I8,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,11,1667951539
646,PUSH_IMMz+I16,PUSH_W,I16,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,12,0
647,PUSH_IMMz+I32,PUSH,I32,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,11,5618477
648,PUSH_MEMv+M16,PUSH,M16,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12,12,0
649,PUSH_MEMv+M64,PUSH,M64,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11,11,3182780602
650,RCL_GPR8_CL+R8,RCL_NOREX,R8,CL,,0,0,0,0,2,6,0,0,0,1,1,0,0,0,0,0,0,5,6,0
651,RCL_GPR8_CL+R8,RCL_REX,R8,CL,,0,0,0,0,2,6,0,0,0,1,1,0,0,0,0,0,0,5,6,0
652,RCL_GPR8_IMMb+R8+I8,RCL_NOREX,R8,I8,,0,0,0,0,2,6,0,0,0,1,1,0,0,0,0,0,0,5,6,0
653,RCL_GPR8_IMMb+R8+I8,RCL_REX,R8,I8,,0,0,0,0,2,6,0,0,0,1,1,0,0,0,0,0,0,5,6,0
654,RCL_GPR8_ONE+R8,RCL_NOREX,R8,1,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
655,RCL_GPR8_ONE+R8,RCL_REX,R8,1,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
656,RCL_GPRv_CL+R16,RCL,R16,CL,,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,6,8,0
657,RCL_GPRv_CL+R32,RCL,R32,CL,,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,6,8,0
658,RCL_GPRv_CL+R64,RCL,R64,CL,,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,6,8,0
659,RCL_GPRv_IMMb+R16+I8,RCL,R16,I8,,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,6,7,0
660,RCL_GPRv_IMMb+R32+I8,RCL,R32,I8,,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,6,7,0
661,RCL_GPRv_IMMb+R64+I8,RCL,R64,I8,,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,6,7,0
662,RCL_GPRv_ONE+R16,RCL,R16,1,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
663,RCL_GPRv_ONE+R32,RCL,R32,1,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
664,RCL_GPRv_ONE+R64,RCL,R64,1,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
665,RCL_MEMb_CL+M8,RCL,M8,CL,,0,0,0,0,1,6,2,0,1,1,1,0,0,0,0,0,0,5,17,0
666,RCL_MEMb_IMMb+M8+I8,RCL,M8,I8,,0,0,0,0,1,6,2,0,1,1,1,0,0,0,0,0,0,6,17,0
667,RCL_MEMb_ONE+M8,RCL,M8,1,,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,11,0
668,RCL_MEMv_CL+M16,RCL,M16,CL,,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,7,17,0
669,RCL_MEMv_CL+M32,RCL,M32,CL,,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,7,16,0
670,RCL_MEMv_CL+M64,RCL,M64,CL,,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,7,16,0
671,RCL_MEMv_IMMb+M16+I8,RCL,M16,I8,,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,7,17,0
672,RCL_MEMv_IMMb+M32+I8,RCL,M32,I8,,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,7,16,0
673,RCL_MEMv_IMMb+M64+I8,RCL,M64,I8,,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,7,16,0
674,RCL_MEMv_ONE+M16,RCL,M16,1,,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,11,0
675,RCL_MEMv_ONE+M32,RCL,M32,1,,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,10,0
676,RCL_MEMv_ONE+M64,RCL,M64,1,,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,10,0
677,RCR_GPR8_CL+R8,RCR_NOREX,R8,CL,,0,0,0,0,2,5,0,0,0,2,1,1,0,0,0,0,0,6,9,0
678,RCR_GPR8_CL+R8,RCR_REX,R8,CL,,0,0,0,0,2,5,0,0,0,2,1,1,0,0,0,0,0,6,9,0
679,RCR_GPR8_IMMb+R8+I8,RCR_NOREX,R8,I8,,0,0,0,0,2,5,0,0,0,2,1,1,0,0,0,0,0,6,8,0
680,RCR_GPR8_IMMb+R8+I8,RCR_REX,R8,I8,,0,0,0,0,2,5,0,0,0,2,1,1,0,0,0,0,0,6,8,0
681,RCR_GPR8_ONE+R8,RCR_NOREX,R8,1,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
682,RCR_GPR8_ONE+R8,RCR_REX,R8,1,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
683,RCR_GPRv_CL+R16,RCR,R16,CL,,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,5,8,0
684,RCR_GPRv_CL+R32,RCR,R32,CL,,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,5,8,0
685,RCR_GPRv_CL+R64,RCR,R64,CL,,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,5,8,0
686,RCR_GPRv_IMMb+R16+I8,RCR,R16,I8,,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,5,6,0
687,RCR_GPRv_IMMb+R32+I8,RCR,R32,I8,,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,5,6,0
688,RCR_GPRv_IMMb+R64+I8,RCR,R64,I8,,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,5,6,0
689,RCR_GPRv_ONE+R16,RCR,R16,1,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
690,RCR_GPRv_ONE+R32,RCR,R32,1,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
691,RCR_GPRv_ONE+R64,RCR,R64,1,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
692,RCR_MEMb_CL+M8,RCR,M8,CL,,0,0,0,0,2,5,2,0,1,2,1,0,0,0,0,0,0,6,17,0
693,RCR_MEMb_IMMb+M8+I8,RCR,M8,I8,,0,0,0,0,2,5,2,0,1,2,1,0,0,0,0,0,0,6,17,0
694,RCR_MEMb_ONE+M8,RCR,M8,1,,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,10,0
695,RCR_MEMv_CL+M16,RCR,M16,CL,,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,6,17,0
696,RCR_MEMv_CL+M32,RCR,M32,CL,,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,6,16,0
697,RCR_MEMv_CL+M64,RCR,M64,CL,,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,6,16,0
698,RCR_MEMv_IMMb+M16+I8,RCR,M16,I8,,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,6,17,0
699,RCR_MEMv_IMMb+M32+I8,RCR,M32,I8,,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,6,16,0
700,RCR_MEMv_IMMb+M64+I8,RCR,M64,I8,,0,0,0,0,2,4,2,0,1,2,0,0,0,0,0,0,0,6,16,0
701,RCR_MEMv_ONE+M16,RCR,M16,1,,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,11,0
702,RCR_MEMv_ONE+M32,RCR,M32,1,,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,10,0
703,RCR_MEMv_ONE+M64,RCR,M64,1,,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,10,0
704,ROL_GPR8_CL+R8,ROL_NOREX,R8,CL,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0
705,ROL_GPR8_CL+R8,ROL_REX,R8,CL,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0
706,ROL_GPR8_IMMb+R8+I8,ROL_NOREX,R8,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
707,ROL_GPR8_IMMb+R8+I8,ROL_REX,R8,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
708,ROL_GPR8_ONE+R8,ROL_NOREX,R8,1,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
709,ROL_GPR8_ONE+R8,ROL_REX,R8,1,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
710,ROL_GPRv_CL+R16,ROL,R16,CL,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0
711,ROL_GPRv_CL+R32,ROL,R32,CL,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,17724832
712,ROL_GPRv_CL+R64,ROL,R64,CL,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1610974
713,ROL_GPRv_IMMb+R16+I8,ROL,R16,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,28800
714,ROL_GPRv_IMMb+R32+I8,ROL,R32,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
715,ROL_GPRv_IMMb+R64+I8,ROL,R64,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4900016
716,ROL_GPRv_ONE+R16,ROL,R16,1,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
717,ROL_GPRv_ONE+R32,ROL,R32,1,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
718,ROL_GPRv_ONE+R64,ROL,R64,1,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
719,ROL_MEMb_CL+M8,ROL,M8,CL,,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11,0
720,ROL_MEMb_IMMb+M8+I8,ROL,M8,I8,,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,11,0
721,ROL_MEMb_ONE+M8,ROL,M8,1,,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,11,0
722,ROL_MEMv_CL+M16,ROL,M16,CL,,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11,0
723,ROL_MEMv_CL+M32,ROL,M32,CL,,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10,0
724,ROL_MEMv_CL+M64,ROL,M64,CL,,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10,0
725,ROL_MEMv_IMMb+M16+I8,ROL,M16,I8,,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,3,11,0
726,ROL_MEMv_IMMb+M32+I8,ROL,M32,I8,,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,10,0
727,ROL_MEMv_IMMb+M64+I8,ROL,M64,I8,,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,10,0
728,ROL_MEMv_ONE+M16,ROL,M16,1,,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,11,0
729,ROL_MEMv_ONE+M32,ROL,M32,1,,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,10,0
730,ROL_MEMv_ONE+M64,ROL,M64,1,,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,10,0
731,ROR_GPR8_CL+R8,ROR_NOREX,R8,CL,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0
732,ROR_GPR8_CL+R8,ROR_REX,R8,CL,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0
733,ROR_GPR8_IMMb+R8+I8,ROR_NOREX,R8,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
734,ROR_GPR8_IMMb+R8+I8,ROR_REX,R8,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
735,ROR_GPR8_ONE+R8,ROR_NOREX,R8,1,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
